"204","10.2.1.210","68:9e:19:a7:b1:2f","S9_Miner","2-1-5-4","181.75"
"205","10.2.1.211","68:9e:19:a7:ae:48","S9_Miner","2-2-1-1","250.09"
"206","10.2.1.212","68:9e:19:a7:87:1e","S9_Miner","2-2-1-2","235.68"
"207","10.2.1.213","68:9e:19:a7:b2:30","S9_Miner","2-2-1-3","251.03"
"208","10.2.1.214","68:9e:19:a7:7a:cb","S9_Miner","2-2-1-4","235.37"
"209","10.2.1.215","68:9e:19:a7:95:9e","S9_Miner","2-2-2-1","250.17"
"210","10.2.1.216","68:9e:19:84:07:45","S9_Miner","2-2-2-2","250.05"
"211","10.2.1.217","68:9e:19:a7:a7:f4","S9_Miner","2-2-2-3","237.46"
"212","10.2.1.218","68:9e:19:a7:89:69","S9_Miner","2-2-2-4","237.73"
"213","10.2.1.219","68:9e:19:a7:42:45","S9_Miner","2-2-3-1","250.05"
"214","10.2.1.220","68:9e:19:a7:49:a4","S9_Miner","2-2-3-2","250.06"
"215","10.2.1.221","68:9e:19:86:ee:c6","S9_Miner","2-2-3-3","250.06"
"216","10.2.1.222","68:9e:19:a7:4c:3b","S9_Miner","2-2-3-4","250.38"
"217","10.2.1.223","68:9e:19:a7:92:ba","S9_Miner","2-2-4-1","245.91"
"218","10.2.1.224","68:9e:19:a7:7a:8c","S9_Miner","2-2-4-2","237.60"
"219","10.2.1.225","68:9e:19:a7:52:2b","S9_Miner","2-2-4-3","165.98"
"220","10.2.1.226","68:9e:19:a7:a7:ee","S9_Miner","2-2-4-4","243.73"
"221","10.2.1.227","68:9e:19:a7:af:1c","S9_Miner","2-2-5-1","239.50"
"222","10.2.1.228","68:9e:19:86:e8:c4","S9_Miner","2-2-5-2","227.22"
"223","10.2.1.229","a0:f6:fd:06:d0:4e","S9_Miner","2-2-5-3","250.14"
"224","10.2.1.230","68:9e:19:83:fb:a1","S9_Miner","2-2-5-4","237.70"
"225","10.2.1.231","68:9e:19:a7:8a:30","S9_Miner","2-3-1-1","245.76"
"226","10.2.1.232","68:9e:19:84:09:99","S9_Miner","2-3-1-2","250.14"
"227","10.2.1.233","68:9e:19:a7:7d:be","S9_Miner","2-3-1-3","249.92"
"228","10.2.1.234","68:9e:19:a7:8c:29","S9_Miner","2-3-1-4","237.51"
"229","10.2.1.235","68:9e:19:a7:4d:69","S9_Miner","2-3-2-1","120.06"
"230","10.2.1.237","68:9e:19:a7:b1:26","S9_Miner","2-3-2-2","249.69"
"231","10.2.1.236","04:a1:51:71:59:32","S9_Miner","2-3-2-3",
"232","10.2.1.238","68:9e:19:85:d8:f4","S9_Miner","2-3-2-4","186.17"
"233","10.2.1.239","68:9e:19:a7:ab:7c","S9_Miner","2-3-3-1","249.97"
"234","10.2.1.240","68:9e:19:a7:b1:5f","S9_Miner","2-3-3-2","250.02"
"235","10.2.1.241","68:9e:19:a7:95:e3","S9_Miner","2-3-3-3","249.86"
"236","10.2.1.243","88:c2:55:3b:e0:2f","S9_Miner","2-3-3-4","250.24"
"237","10.2.1.244","68:9e:19:a7:49:b0","S9_Miner","2-3-4-1","250.01"
"238","10.2.1.245","68:9e:19:a7:7a:da","S9_Miner","2-3-4-2","249.49"
"239","10.2.1.246","68:9e:19:83:fa:02","S9_Miner","2-3-4-3","249.60"
"240","10.2.1.247","68:9e:19:86:ee:de","S9_Miner","2-3-4-4","250.12"
"241","10.2.1.248","68:9e:19:a7:89:6f","S9_Miner","2-3-5-1","250.17"
"242","10.2.1.249","a0:f6:fd:03:32:5d","S9_Miner","2-3-5-2","246.08"
"243","10.2.1.250","68:9e:19:a7:ab:61","S9_Miner","2-3-5-3","250.05"
"244","10.2.1.251","68:9e:19:a7:c3:76","S9_Miner","2-3-5-4","249.85"
"245","10.2.1.252","68:9e:19:a7:4c:62","S9_Miner","2-4-1-1","250.09"
"246","10.2.1.253","68:9e:19:a7:47:34","S9_Miner","2-4-1-2","243.54"
"247","10.2.1.254","68:9e:19:83:fe:01","S9_Miner","2-4-1-3","237.79"
"248","10.2.1.255","68:9e:19:a7:8b:28","S9_Miner","2-4-1-4","237.74"
"249","10.2.2.0","68:9e:19:a7:50:86","S9_Miner","2-4-2-1","250.04"
"250","10.2.2.1","68:9e:19:a7:b2:5d","S9_Miner","2-4-2-2","237.83"
"251","10.2.2.2","68:9e:19:a7:a7:85","S9_Miner","2-4-2-3","249.80"
"252","10.2.2.3","68:9e:19:a7:8f:cd","S9_Miner","2-4-2-4","231.42"
"253","10.2.2.4","68:9e:19:a7:ab:3d","S9_Miner","2-4-3-1","250.11"
"254","10.2.2.5","68:9e:19:a7:87:ab","S9_Miner","2-4-3-2","227.37"
"255","10.2.2.6","a0:f6:fd:06:f4:da","S9_Miner","2-4-3-3","250.13"
"256","10.2.2.7","68:9e:19:a7:8f:bb","S9_Miner","2-4-3-4","38.24"
"257","10.2.2.8","68:9e:19:a7:4c:77","S9_Miner","2-4-4-1","250.21"
"258","10.2.2.9","68:9e:19:a7:ae:60","S9_Miner","2-4-4-2","250.05"
"259","10.2.2.10","68:9e:19:a7:4a:96","S9_Miner","2-4-4-3","250.19"
"260","10.2.2.11","68:9e:19:a7:af:0d","S9_Miner","2-4-4-4","250.01"
"261","10.2.2.12","68:9e:19:85:d6:4c","S9_Miner","2-4-5-1","249.88"
"262","10.2.2.13","68:9e:19:a7:50:c8","S9_Miner","2-4-5-2","183.25"
"263","10.2.2.14","68:9e:19:a7:ac:85","S9_Miner","2-4-5-3","228.70"
"264","10.2.2.15","68:9e:19:a7:7e:bf","S9_Miner","2-4-5-4","249.77"
"265","10.2.2.16","68:9e:19:a7:8b:0d","S9_Miner","2-5-1-1","250.10"
